,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolMR,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,D_OH,D_NH2,D_O-CH3,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D-§Ý C=C,D-§Ý C¡ÔC,D-§Ý Ring,§Ý_1§Ý,§Ý_2,§Ý_3,§Ý_4,§Ý_5,§Ý_6,§Ý_7,§Ý_8,§Ý_9,§Ý_C=C,§Ý_C¡ÔC,§Ý_A_C=C,§Ý_A Ring,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,C_§Ý,C_D,C_A,C,D->C=C<,D-N(6ring),D-N(5ring),D-N<(-Ring),D-N<(Ring),A->C=C<,A-CN3,A-N(TCF),A-N(6ring),A-N(5ring),A-C=O,A-C=C,pai-N(Thiophene),pai-N(Thiazole),pai-N(benzene),,,,
O=C(/C1=C/C2=NC=C(S2)/C=C/C3=CN=C(C(C=C4)=CC=C4N5C6=CC=CC=C6C7=C5C=CC=C7)N=C3)C8=CSC=C8C1=O,0.998,2183.297,28.915,22.469,24.102,21.136,13.562,15.321,10.106,11.944,7.525,9.179,5.453,7.026,0,9.589,17.14,21.959,21.691,44.479,35.427,12.152,92.315,0,592.103,0,-5.31,19722099680,25.404,10.2,4.355,253.51,12.55,0.309,12.55,0.198,0.176,0.198,-0.23,-0.309,173.806,204,4.567,5.008,17.391,0,0,0,9.589,14.952,11.337,11.337,42.474,48.55,72.941,16.607,9.589,74.274,0,19.519,0,0,0,134.295,17.075,77.74,2.771,2.285,88.611,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,9,4,20,2,3,1,0,1,1,0,0,0,2,2,1,0,1,0,2.5431,632.96,2.17307398,10.27182074
O=C1C2=CSC=C2C(/C1=C\C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)S3)=O,1.292,1489.688,23.777,18.55,20.183,17.187,11.167,12.926,8.171,10.03,5.993,7.818,4.277,6.042,0,9.589,17.14,11.127,32.38,11.337,28.173,48.531,53.431,0,489.086,0,-4.06,252913888.7,21.472,8.947,3.948,210.788,12.602,0.311,12.602,0.198,0.174,0.198,-0.174,-0.311,145.395,168,4.9,0,11.566,0,0,0,9.589,0,11.337,11.337,48.531,60.17,48.703,5.573,9.589,57.378,0,0,0,0,4.9,129.399,10.441,37.38,2.963,0,73.037,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,4,16,0,3,0,1,0,1,0,0,0,2,2,1,1,0,0,4.1195,516.98,2.498630987,10.26734524
O=C(/C1=C/C2=NC=C(S2)/C=C/C3=CC=C(N(C4=C5SC=C4)C6=C5SC=C6)C=C3)C7=CSC=C7C1=O,1.129,1755.759,23.518,17.927,21.193,17.17,10.74,14.258,8.046,11.716,6.018,9.643,4.359,7.87,0,9.589,17.14,16.135,16.128,43.107,45.707,12.152,56.709,0,525.994,0,-3.43,286398207.1,20.902,8.065,3.33,215.294,12.497,0.307,12.497,0.198,0.202,0.198,-0.208,-0.307,148.534,168,4.567,5.008,11.566,0,0,0,9.589,4.984,11.337,34.01,18.209,52.741,38.648,26.006,9.589,95.575,0,9.551,0,0,0,96.264,5.687,51.96,6.405,2.318,67.277,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,4,15,2,1,3,0,1,1,0,0,0,2,2,1,0,1,0,2.3421,533.68,2.354927664,10.25419422
O=C(/C1=C\C2=NC=C(S2)C#CC3=NC=C(C4=CC=C(C=C4)N5C6=CC=CC=C6C7=C5C=CC=C7)S3)C8=CSC=C8C1=O,1.031,2216.757,28.208,21.698,24.147,20.636,13.039,15.615,9.674,12.511,7.22,9.785,5.265,7.563,0,9.589,17.14,21.142,21.005,55.816,23.033,6.197,99.172,0,595.048,0,-4.94,11935763571,24.824,9.856,4.062,251.619,12.55,0.309,12.55,0.198,0.162,0.198,-0.238,-0.309,170.94,198,4.567,5.008,16.574,0,0,0,9.589,9.968,11.337,22.674,48.531,47.746,44.544,32.558,9.589,73.459,0,14.535,0,0,0,127.543,27.969,64.85,4.235,2.301,84.964,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,9,4,19,2,3,1,0,1,1,0,0,0,2,2,1,0,2,0,1.9264,637.92,2.274953404,10.25339319
CC(C/1)(C)CC(/C=C/C=C2C(C3=CC=CC=C3N/2C)(C)C)=CC1=C\C=C(/C(C4=CC=CC=C45)=C(C#N)/C#N)C5=O,1.482,1673.443,28.656,23.747,23.747,19.069,13.597,13.597,12.019,12.019,8.134,8.134,6.345,6.345,0,15.318,22.186,22.273,18.415,22.521,24.275,24.281,88.212,0,523.262,0.25,-4.67,831606971.4,26.918,10.139,4.674,236.799,13.248,0.347,13.248,0.194,0.041,0.194,-0.152,-0.347,161.276,198,4.9,17.712,5.783,0,0,0,4.795,0,10.524,0,100.54,52.672,40.557,0,4.795,17.044,10.524,0,5.415,45.952,11.948,129.667,12.138,67.89,0,0,87.833,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,7,17,1,1,1,0,1,1,2,0,1,1,1,1,0,0,0,7.5363,659.97,2.034459185,10.24537693
O=C1C2=CSC=C2C(/C1=C\C3=NC=C(S3)/C=C/C4=CC=C(C=C4)N5C6=CC=CC=C6C7=C5C=CC=C7)=O,1.145,1830.147,24.932,19.42,21.053,18.17,11.771,13.53,8.811,10.648,6.621,8.274,4.855,6.428,0,9.589,17.14,16.135,16.128,44.479,23.033,12.152,82.347,0,514.081,0,-4.39,818480973.1,21.857,8.622,3.611,220.013,12.526,0.309,12.526,0.198,0.198,0.198,-0.211,-0.309,152.78,176,4.567,5.008,11.566,0,0,0,9.589,4.984,11.337,11.337,54.607,41.981,49.421,16.607,9.589,74.274,0,9.551,0,0,0,121.902,5.687,51.96,2.823,2.297,75.213,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,9,4,17,2,3,1,0,1,1,0,0,0,2,2,1,0,1,0,1.267,555.27,2.454820658,10.22902707
O=C(/C1=C/C2=CC=C(C3=CN=C(/C=C/C4=CC=C(N(C5=C6SC=C5)C7=C6SC=C7)C=C4)N=C3)C=C2)C8=CSC=C8C1=O,0.971,2127.512,28.208,21.853,24.302,20.636,13.173,15.875,9.898,12.473,7.42,10.135,5.295,8.041,0,9.589,17.14,16.951,27.941,31.77,51.903,36.418,61.693,0,597.064,0,-4.76,11670716670,24.989,9.954,4.112,251.93,12.563,0.307,12.563,0.198,0.2,0.198,-0.2,-0.307,173.888,200,4.567,0,17.391,0,0,0,9.589,9.968,11.337,22.674,42.474,63.868,45.532,26.006,9.589,84.238,0,14.535,0,0,0,128.229,16.814,64.85,4.956,2.323,83.221,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,7,4,19,2,1,3,0,1,1,0,0,0,2,2,1,0,0,1,2.9915,618.34,2.41182667,10.22839553
CC(C)(CC(/C=C/N)=C/1)CC1=C\C=C\C(C(N/2)=O)=C(C#N)C2=C(C#N)/C#N,2.397,963.06,20.027,15.206,15.206,12.845,8.316,8.316,7.025,7.025,4.208,4.208,3.204,3.204,5.907,10.056,27.831,0,23.988,12.276,18.214,18.221,25.24,16.257,357.159,0.238,-3.82,810977.657,19.504,8.039,4.425,158.118,12.133,0.405,12.133,0.257,0.001,0.257,-0.509,-0.405,100.682,134,11.05,18.208,5.573,0,5.907,0,4.795,0,15.786,0,32.076,47.755,0,16.843,4.795,5.907,15.786,5.317,11.149,26.689,0,70.143,18.208,126.49,0,0,70.917,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,19.7459,505.83,1.94887938,10.22326333
N#C/C(C#N)=C/C(C1=CC=C(C2=CN=C(C#CC3=CC=C(N(C4=C5SC=C4)C6=C5SC=C6)C=C3)N=C2)C=C1)=C(C#N)/C#N,1.205,2229.03,29.761,22.107,23.74,21.126,12.7,14.459,9.069,10.901,6.625,8.596,4.59,6.528,0,10.524,16.719,11.388,22.378,26.509,71.471,24.271,61.402,10.524,585.083,0,-6.28,11094412640,26.918,11.679,5.16,253.945,9.343,0.307,9.343,0.205,0.194,0.205,-0.205,-0.307,167.438,198,4.567,35.423,0,5.824,0,0,0,9.968,21.048,22.674,30.186,70.282,34.781,20.433,0,48.68,21.048,14.535,0,0,0,117.991,52.932,125.87,3.524,2.277,96.533,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,7,6,20,2,1,3,0,1,0,4,0,0,0,0,0,0,0,1,5.9803,578.55,1.58909045,10.2225025
CC(C)(/C1=C\C2=CN=C(S2)/C=C3C(C4=CSC=C4C\3=O)=O)C5=CC=CC=C5N1C,1.484,1210.566,20.336,16.224,17.857,13.875,9.262,11.022,7.747,9.584,5.669,7.304,4.124,5.732,0,9.589,22.555,16.135,4.877,39.621,23.033,0,61.121,0,418.081,0.174,-2.83,6641205.605,18.215,6.337,2.668,176.387,12.488,0.347,12.488,0.198,0.112,0.198,-0.2,-0.347,118.919,144,4.9,5.008,11.566,0,0,0,9.589,4.984,11.337,11.337,32.047,23.782,56.808,5.573,9.589,52.079,0,4.984,0,19.262,11.948,79.068,0,50.27,2.861,0,61.722,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,11,1,1,1,0,1,1,0,0,0,2,2,1,0,1,0,5.6177,445.85,2.403989791,10.21714938
N#C/C(C#N)=C1NC(C(C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4)=C/1C#N)=O,1.804,1311.12,22.501,16.78,16.78,15.673,9.688,9.688,6.843,6.843,4.994,4.994,3.567,3.567,5.907,10.056,22.416,5.563,17.062,0,24.271,78.866,10.217,10.524,413.128,0,-5.12,28020702.13,20.165,8.713,3.588,184.729,12.569,0.319,12.569,0.257,0.01,0.257,-0.518,-0.319,120.053,150,10.217,18.208,5.573,0,5.907,0,4.795,0,15.786,0,48.531,41.962,17.062,16.843,4.795,28.542,15.786,5.317,0,0,4.9,107.336,18.208,103.71,0,0,80,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,0,3,0,1,0,0,3,0,0,1,1,0,0,0,0,11.7362,433.05,2.179795192,10.21349474
NC1=CC=C(C#CC2=CC=C(C(C(C)(C)O/3)=C(C#N)C3=C(C#N)/C#N)C=C2)C=C1,2.007,1197.997,21.018,15.946,15.946,13.89,8.76,8.76,6.851,6.851,4.434,4.434,3.104,3.104,5.601,5.262,16.905,11.26,16.69,0,38.119,36.398,17.91,20.994,376.132,0.125,-4.45,3260881.611,19.315,7.656,3.814,169.113,9.653,0.48,9.653,0.172,0.032,0.172,-0.851,-0.48,109.225,138,10.471,29.382,11.332,0,0,0,0,0,15.786,0,23.974,55.809,22.387,0,4.737,11.26,15.786,0,0,19.449,5.734,82.127,30.049,106.62,0,0,72.583,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,5,12,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,17.0068,414.28,2.61520456,10.21199461
O=C1C2=CSC=C2C(/C1=C\C3=CN=C(N=C3)C4=CC=C(C=C4)N(C)C)=O,1.597,999.178,18.259,14.263,15.079,12.542,8.015,8.958,6.197,6.94,4.265,5.009,2.81,3.618,0,9.589,17.14,22.515,11.251,11.337,29.23,43.261,9.968,0,361.088,0.1,-3.12,1400329.322,16.354,6.31,2.74,154.202,12.321,0.378,12.321,0.198,0.175,0.198,-0.227,-0.378,102.752,128,4.9,0,17.391,0,0,0,9.589,9.968,11.337,0,0,30.341,65.19,5.573,9.589,34.667,0,9.968,0,0,18.995,69.683,11.388,63.16,1.364,0,59.47,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,11,0,1,0,1,0,1,0,0,0,2,2,1,0,0,0,3.6301,373.31,2.568809149,10.21074975
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC=C(S3)C4=CC=C(C=C4)N5C6=CC=CC=C6C7=C5C=CC=C7)=O,1.264,2077.371,27.217,20.998,21.814,19.673,12.632,13.448,9.386,10.448,7.21,8.204,5.433,6.3,0,15.318,11.356,27.281,27.161,22.109,36.538,12.138,82.347,0,530.12,0,-5.56,3470586432,23.549,9.322,3.595,233.361,13.214,0.309,13.214,0.194,0.082,0.194,-0.208,-0.309,158.784,186,4.567,22.719,5.783,0,0,0,4.795,4.984,10.524,11.337,72.796,41.468,39.366,15.911,4.795,50.575,10.524,9.551,0,0,0,130.539,28.266,82.47,1.456,2.274,86.437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,7,19,2,3,1,0,1,1,2,0,1,1,1,1,0,1,0,4.677,552.11,2.195822697,10.18139921
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C(C=C3)=CC=C3C4=CN=C(N=C4)C5=CC=C(C=C5)N6C7=CC=CC=C7C8=C6C=CC=C8)=O,1.057,2453.056,31.907,24.923,24.923,23.14,15.065,15.065,11.24,11.24,8.599,8.599,6.372,6.372,0,15.318,11.356,28.098,38.975,10.772,42.735,48.537,75.199,0,601.19,0,-6.89,1.27E+11,27.644,11.233,4.608,269.998,13.229,0.309,13.229,0.194,0.079,0.194,-0.199,-0.309,184.138,218,4.567,17.712,11.608,0,0,0,4.795,9.968,10.524,0,84.929,59.165,56.69,11.033,4.795,39.238,10.524,14.535,0,0,0,161.558,40.341,95.36,0,2.28,102.386,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9,7,23,2,3,1,0,1,1,2,0,1,1,1,1,0,0,1,4.5431,635.47,2.083657369,10.15665877
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC(Cl)=C(C4=CC=C(N5C6=CC=CC=C6C7=C5C=CC=C7)C=C4)S3)=O,1.292,2134.823,28.087,21.298,22.871,20.084,12.747,13.942,9.495,10.884,7.267,8.704,5.49,6.762,0,15.318,16.929,26.861,27.161,22.109,30.341,36.404,58.082,11.601,564.081,0,-5.27,4882037228,24.748,9.729,3.895,243.665,13.266,0.309,13.266,0.194,0.113,0.194,-0.248,-0.309,163.794,192,4.567,27.872,5.783,0,0,0,4.795,4.984,10.524,11.337,84.397,41.468,33.169,15.911,4.795,62.176,10.524,9.551,0,0,0,129.496,28.266,82.47,7.953,2.248,83.743,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,7,19,2,3,1,0,1,1,2,0,1,1,1,1,0,1,0,3.5542,556.77,2.087902345,10.14996711
O=[N+]([O-])C1=CN=C(/C=C/C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)N=C1,1.583,1103.97,20.761,15.998,15.998,14.704,9.354,9.354,6.488,6.488,4.474,4.474,3.018,3.018,4.923,10.114,5.687,5.824,22.626,12.394,6.076,54.607,51.266,0,394.143,0,-4.32,10072672.11,19.016,8.79,4.389,173.495,10.687,0.311,10.687,0.305,0.126,0.305,-0.516,-0.311,118.739,146,4.9,12.394,5.824,0,0,5.687,10.114,9.968,0,0,54.607,48.038,17.062,4.923,4.923,34.902,0,9.968,0,0,4.9,118.825,0,72.16,0,0,70,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,9,1,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5393,396.64,2.523801518,10.14908502
N#C/C(C#N)=C/C1=CC=C(C2=CC=C(C=C2)N(C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC)C=C1,1.663,1328.412,24.623,19.473,19.473,17.143,10.956,10.956,7.682,7.682,5.583,5.583,3.741,3.741,0,0,5.573,0,45.252,0,20.296,84.935,29.165,19.998,457.179,0.067,-5,107857565.3,23.168,10.745,5.327,204.875,8.951,0.497,8.951,0.13,0.083,0.13,0.083,-0.497,138.868,170,14.374,29.211,0,0,0,0,0,0,10.524,0,36.398,83.43,17.062,14.22,9.474,23.138,10.524,0,0,0,19.12,108.198,34.764,69.28,0,0,79,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,15,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,12.4388,460.86,2.373404195,10.11392399
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC=C(C4=CC=C(N5C6=CC=CC=C6C7=C5C=CC=C7)C=C4)S3)=O,1.264,2074.065,27.217,21.128,21.944,19.673,12.772,13.588,9.525,10.64,7.332,8.413,5.55,6.507,0,15.318,11.356,22.273,21.005,21.806,35.612,30.338,77.364,0,529.125,0,-5.49,3470586432,23.614,9.361,3.614,234.142,13.242,0.309,13.242,0.194,0.054,0.194,-0.168,-0.309,160.989,186,4.567,17.712,5.783,0,0,0,4.795,0,10.524,11.337,72.796,53.601,42.924,11.033,4.795,50.575,10.524,4.567,0,0,0,136.345,28.266,69.58,1.567,2.29,85.31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,7,19,2,3,1,0,1,1,2,0,1,1,1,1,1,0,0,5.7346,570.39,2.349675867,10.10850783
N#C/C(C#N)=C1OC(C)(C(F)(F)F)C(/C=C/C2=NC3=C(C=CC(/C=C/C4=CC=C(C=C4)N5C6=CC=CC=C6C7=C5C=CC=C7)=C3)S2)=C/1C#N,1.153,2496.836,34.338,25.656,26.473,23.645,14.958,15.774,11.368,12.431,8.44,9.442,5.957,6.808,34.256,28.957,0,10.524,45.547,40.324,6.069,54.617,58.082,4.737,665.15,0.077,-6.41,1.46E+11,31.203,11.992,5.33,282.003,14.168,0.47,14.168,0.432,0.407,0.432,-4.938,-0.47,184.799,236,9.304,28.788,11.332,5.601,0,6.176,0,4.984,28.957,11.337,72.825,60.525,22.033,21.25,17.908,61.587,15.786,9.551,0,18.701,0,135.685,23.895,98.42,1.269,44.759,79.638,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,5,20,2,3,1,0,1,0,3,1,0,1,0,0,0,1,1,11.1306,665.9,1.600192695,10.10100151
COC1=CC=C(N(C2=CC=C(C=C2)/C=C/C3=CC=C(C=C3)[N+]([O-])=O)C4=CC=C(C=C4)OC)C=C1,1.61,1216.807,23.916,18.92,18.92,16.567,10.68,10.68,7.505,7.505,5.385,5.385,3.544,3.544,4.923,10.114,5.687,0,39.688,12.133,26.352,72.816,17.033,9.474,452.174,0.071,-4.58,60743670.82,22.608,10.358,5.243,198.013,10.819,0.497,10.819,0.269,0.082,0.269,-0.399,-0.497,136.253,170,14.374,11.499,0,0,5.687,0,10.114,0,0,0,24.285,83.923,29.195,19.143,14.397,34.902,0,0,0,0,19.12,118.303,11.499,64.84,0,0,78.333,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,9,1,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,10.931,447.8,2.525815161,10.08717584
N#C/C(C#N)=C/C1=CC=C(C=C1)C2=CC=C(N(C3=CC=C(O)C=C3)C4=CC=C(O)C=C4)C=C2,1.662,1297.004,23.209,17.551,17.551,16.067,10.178,10.178,7.319,7.319,5.137,5.137,3.482,3.482,0,10.213,17.072,0,33.753,0,30.341,89.835,0,10.524,429.148,0,-5,36148020.2,21.24,9.428,4.848,191.506,9.687,0.508,9.687,0.13,0.065,0.13,0.065,-0.508,129.094,158,15.113,29.211,0,0,0,0,0,0,10.524,0,36.398,83.43,17.062,0,10.213,23.138,10.524,0,0,0,4.9,108.198,34.764,91.28,0,0,80,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,15,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,10.9417,428.52,2.411690613,10.07441513
NC1=NC=C(C=N1)/C=C/C2=CC=C(C=C2)C(C(C(F)(F)F)(O/C3=C(C#N)\C#N)C)=C3C#N,2.083,1253.912,23.518,16.474,16.474,15.14,8.958,8.958,6.753,6.753,4.723,4.723,3.074,3.074,34.256,18.433,11.512,11.127,6.924,36.665,30.354,0,9.968,20.994,434.11,0.136,-4.62,11139893.96,22.074,8.251,3.877,180.36,13.962,0.47,13.962,0.432,0.069,0.432,-4.921,-0.47,108.144,158,10.471,23.781,11.332,11.549,0,6.176,0,9.968,28.957,0,36.418,18.051,23.53,0,17.908,23.673,15.786,9.968,0,18.701,5.734,70.255,18.208,132.4,0,41.887,54.946,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,5,12,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,13.5892,396.53,2.672239623,10.05777609
CC(C1=CC=CC=C1N/2C)(C)C2=C/C3=CC=C(/C=C4C(C5=CSC=C5C\4=O)=O)S3,1.484,1206.569,20.336,16.354,17.987,13.875,9.402,11.162,7.886,9.777,5.794,7.517,4.233,5.932,0,9.589,22.555,11.127,9.754,28.285,28.173,6.066,62.203,0,417.086,0.167,-2.76,6641205.605,18.28,6.373,2.686,177.168,12.516,0.347,12.516,0.198,0.084,0.198,-0.16,-0.347,121.124,144,4.9,0,11.566,0,0,0,9.589,0,11.337,11.337,32.047,35.915,55.488,5.573,9.589,52.079,0,0,0,19.262,11.948,84.873,0,37.38,2.988,0,60.595,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,11,1,1,1,0,1,1,0,0,0,2,2,1,1,0,0,5.8205,448.15,2.538631723,10.02124893
OC1=CC=C(C=C1)N(C2=CC=C(O)C=C2)C3=CC=C(/C=C/C4=CC=C([N+]([O-])=O)C=C4)C=C3,1.605,1185.768,22.501,16.998,16.998,15.491,9.903,9.903,7.142,7.142,4.939,4.939,3.285,3.285,4.923,20.327,17.186,0,28.189,12.133,36.398,65.583,0,0,424.142,0,-4.58,20316333.91,20.683,9.055,4.762,184.644,10.776,0.508,10.776,0.269,0.065,0.269,-0.417,-0.508,126.479,158,15.113,11.499,0,0,5.687,0,10.114,0,0,0,24.285,83.923,29.195,4.923,15.136,34.902,0,0,0,0,4.9,118.303,11.499,86.84,0,0,79.333,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,9,1,14,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,10.2854,414.14,2.567775116,10.01021595
CN1C2=CC=CC=C2C(/C1=C\C3=NC=C(C4=CC=C(/C=C/C(C(C)(O/5)C)=C(C#N)C5=C(C#N)\C#N)C=C4)C=N3)(C)C,1.363,1767.754,29.363,23.597,23.597,19.6,13.151,13.151,10.957,10.957,7.629,7.629,5.391,5.391,5.601,15.786,22.32,11.398,22.387,11.251,19.923,60.95,66.098,4.737,536.232,0.206,-5.45,1504765978,27.13,10.265,4.776,239.835,9.725,0.48,9.725,0.172,0.032,0.172,-0.852,-0.48,158.405,200,9.637,29.382,17.157,0,0,0,0,9.968,15.786,0,68.464,36.604,53.453,0,4.737,17.839,15.786,9.968,0,38.711,11.948,112.127,29.335,109.62,0,0,93.833,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,5,16,1,1,1,0,1,0,3,1,0,1,0,0,0,0,1,10.1592,521.5,1.935137631,10.00425709
CC(/C1=C\C2=CN=C(C(C(O/C3=C(C#N)\C#N)(C)C)=C3C#N)S2)(C4=CC=CC=C4N1C)C,1.811,1335.579,23.259,18.517,19.333,15.151,10.057,10.873,8.7,9.763,5.956,6.918,4.408,5.463,5.601,15.786,22.32,10.581,10.574,22.588,6.197,32.052,61.123,4.737,439.147,0.28,-3.86,15712776.57,21.375,7.377,3.088,191.158,9.798,0.479,9.798,0.172,0.028,0.172,-0.888,-0.479,123.911,158,9.637,34.389,11.332,0,0,0,0,4.984,15.786,11.337,32.047,31.553,34.921,5.573,4.737,28.673,15.786,4.984,0,38.711,11.948,68.513,18.208,96.73,1.457,0,73.876,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5,11,1,1,1,0,1,0,3,1,0,1,0,0,0,1,0,19.2927,466.49,2.371608243,9.997433755
